Drug1,Drug2,Index1,Index2,Cell_Line,Cindex,Tissue,Tindex,Synergy
PD173074,Nilotinib,42,36,T47D,90,breast,2,0
PD173074,Nilotinib,42,36,UACC.893,92,breast,2,0
PD173074,KU-55933,42,28,CAL.120,6,breast,2,0
PD173074,KU-55933,42,28,CAL.51,7,breast,2,0
PD173074,KU-55933,42,28,CAMA.1,8,breast,2,0
PD173074,KU-55933,42,28,COLO.824,15,breast,2,0
PD173074,KU-55933,42,28,DU.4475,17,breast,2,0
PD173074,KU-55933,42,28,EFM.19,18,breast,2,0
PD173074,KU-55933,42,28,EVSA.T,19,breast,2,0
PD173074,KU-55933,42,28,HCC1143,21,breast,2,0
PD173074,KU-55933,42,28,HCC1187,22,breast,2,0
PD173074,KU-55933,42,28,HCC1395,23,breast,2,0
PD173074,KU-55933,42,28,HCC1419,24,breast,2,0
PD173074,KU-55933,42,28,HCC1428,25,breast,2,0
PD173074,KU-55933,42,28,HCC1806,26,breast,2,0
PD173074,KU-55933,42,28,HCC1937,27,breast,2,0
PD173074,KU-55933,42,28,HCC1954,28,breast,2,0
PD173074,KU-55933,42,28,HCC38,31,breast,2,0
PD173074,KU-55933,42,28,HCC70,32,breast,2,0
PD173074,KU-55933,42,28,Hs.578.T,35,breast,2,0
PD173074,KU-55933,42,28,JIMT.1,42,breast,2,0
PD173074,KU-55933,42,28,MCF7,54,breast,2,0
PD173074,KU-55933,42,28,MDA.MB.157,55,breast,2,0
PD173074,KU-55933,42,28,MDA.MB.231,56,breast,2,0
PD173074,KU-55933,42,28,MDA.MB.361,57,breast,2,0
PD173074,KU-55933,42,28,MDA.MB.415,58,breast,2,0
PD173074,KU-55933,42,28,MDA.MB.436,59,breast,2,0
PD173074,KU-55933,42,28,MDA.MB.453,60,breast,2,0
PD173074,KU-55933,42,28,MDA.MB.468,61,breast,2,0
PD173074,KU-55933,42,28,MFM.223,63,breast,2,0
PD173074,KU-55933,42,28,OCUB.M,67,breast,2,0
PD173074,KU-55933,42,28,T47D,90,breast,2,0
PD173074,KU-55933,42,28,UACC.893,92,breast,2,0
PD173074,Afatinib,42,2,AU565,2,breast,2,0
PD173074,SB216763,42,49,AU565,2,breast,2,0
PD173074,Afatinib,42,2,BT.549,3,breast,2,0
PD173074,Afatinib,42,2,CAL.120,6,breast,2,0
PD173074,Afatinib,42,2,CAL.51,7,breast,2,1
PD173074,Afatinib,42,2,CAMA.1,8,breast,2,0
PD173074,Afatinib,42,2,COLO.824,15,breast,2,0
PD173074,SB216763,42,49,BT.549,3,breast,2,0
PD173074,SB216763,42,49,CAL.120,6,breast,2,0
PD173074,Afatinib,42,2,DU.4475,17,breast,2,0
PD173074,Afatinib,42,2,EFM.19,18,breast,2,0
PD173074,SB216763,42,49,CAL.51,7,breast,2,0
PD173074,Afatinib,42,2,EVSA.T,19,breast,2,0
PD173074,Afatinib,42,2,HCC1143,21,breast,2,0
PD173074,SB216763,42,49,CAMA.1,8,breast,2,0
PD173074,Afatinib,42,2,HCC1187,22,breast,2,0
PD173074,SB216763,42,49,COLO.824,15,breast,2,0
PD173074,Afatinib,42,2,HCC1395,23,breast,2,0
PD173074,SB216763,42,49,DU.4475,17,breast,2,0
PD173074,Afatinib,42,2,HCC1419,24,breast,2,0
PD173074,SB216763,42,49,EFM.19,18,breast,2,0
PD173074,Afatinib,42,2,HCC1428,25,breast,2,0
PD173074,SB216763,42,49,EVSA.T,19,breast,2,0
PD173074,SB216763,42,49,HCC1143,21,breast,2,0
PD173074,Afatinib,42,2,HCC1806,26,breast,2,0
PD173074,SB216763,42,49,HCC1187,22,breast,2,0
PD173074,Afatinib,42,2,HCC1937,27,breast,2,0
PD173074,Afatinib,42,2,HCC1954,28,breast,2,0
PD173074,SB216763,42,49,HCC1395,23,breast,2,0
PD173074,SB216763,42,49,HCC1419,24,breast,2,0
PD173074,SB216763,42,49,HCC1428,25,breast,2,0
PD173074,Afatinib,42,2,HCC38,31,breast,2,0
PD173074,Afatinib,42,2,HCC70,32,breast,2,0
PD173074,Afatinib,42,2,Hs.578.T,35,breast,2,0
PD173074,Afatinib,42,2,JIMT.1,42,breast,2,0
PD173074,SB216763,42,49,HCC1806,26,breast,2,0
PD173074,SB216763,42,49,HCC1937,27,breast,2,0
PD173074,Afatinib,42,2,MCF7,54,breast,2,0
PD173074,Afatinib,42,2,MDA.MB.157,55,breast,2,0
PD173074,SB216763,42,49,HCC1954,28,breast,2,0
PD173074,Afatinib,42,2,MDA.MB.231,56,breast,2,0
PD173074,Afatinib,42,2,MDA.MB.361,57,breast,2,0
PD173074,SB216763,42,49,HCC38,31,breast,2,0
PD173074,Afatinib,42,2,MDA.MB.415,58,breast,2,0
PD173074,SB216763,42,49,HCC70,32,breast,2,0
PD173074,Afatinib,42,2,MDA.MB.436,59,breast,2,0
PD173074,Afatinib,42,2,MDA.MB.453,60,breast,2,1
PD173074,Afatinib,42,2,MDA.MB.468,61,breast,2,0
PD173074,SB216763,42,49,Hs.578.T,35,breast,2,0
PD173074,SB216763,42,49,JIMT.1,42,breast,2,0
PD173074,Afatinib,42,2,MFM.223,63,breast,2,0
PD173074,SB216763,42,49,MCF7,54,breast,2,0
PD173074,Afatinib,42,2,OCUB.M,67,breast,2,0
PD173074,SB216763,42,49,MDA.MB.157,55,breast,2,0
PD173074,Afatinib,42,2,T47D,90,breast,2,0
PD173074,Afatinib,42,2,UACC.893,92,breast,2,0
PD173074,SB216763,42,49,MDA.MB.231,56,breast,2,0
PD173074,NU7441,42,37,AU565,2,breast,2,0
PD173074,SB216763,42,49,MDA.MB.361,57,breast,2,0
PD173074,SB216763,42,49,MDA.MB.415,58,breast,2,0
PD173074,NU7441,42,37,BT.549,3,breast,2,0
PD173074,NU7441,42,37,CAL.120,6,breast,2,0
PD173074,SB216763,42,49,MDA.MB.436,59,breast,2,0
PD173074,SB216763,42,49,MDA.MB.453,60,breast,2,0
PD173074,NU7441,42,37,CAL.51,7,breast,2,0
PD173074,NU7441,42,37,CAMA.1,8,breast,2,0
PD173074,SB216763,42,49,MDA.MB.468,61,breast,2,0
PD173074,NU7441,42,37,COLO.824,15,breast,2,0
PD173074,SB216763,42,49,MFM.223,63,breast,2,0
PD173074,NU7441,42,37,DU.4475,17,breast,2,0
PD173074,NU7441,42,37,EFM.19,18,breast,2,0
PD173074,NU7441,42,37,EVSA.T,19,breast,2,0
PD173074,SB216763,42,49,OCUB.M,67,breast,2,0
PD173074,NU7441,42,37,HCC1143,21,breast,2,0
PD173074,NU7441,42,37,HCC1187,22,breast,2,0
PD173074,SB216763,42,49,T47D,90,breast,2,0
PD173074,NU7441,42,37,HCC1395,23,breast,2,0
PD173074,SB216763,42,49,UACC.893,92,breast,2,0
PD173074,NU7441,42,37,HCC1419,24,breast,2,0
PD173074,NU7441,42,37,HCC1428,25,breast,2,0
PD173074,NU7441,42,37,HCC1806,26,breast,2,0
PD173074,KU-55933,42,28,AU565,2,breast,2,0
PD173074,NU7441,42,37,HCC1937,27,breast,2,0
PD173074,NU7441,42,37,HCC1954,28,breast,2,0
PD173074,NU7441,42,37,HCC38,31,breast,2,0
PD173074,NU7441,42,37,HCC70,32,breast,2,0
PD173074,KU-55933,42,28,BT.549,3,breast,2,0
PD173074,NU7441,42,37,Hs.578.T,35,breast,2,0
PD173074,NU7441,42,37,JIMT.1,42,breast,2,0
PD173074,NU7441,42,37,MDA.MB.468,61,breast,2,0
PD173074,NU7441,42,37,MFM.223,63,breast,2,1
PD173074,NU7441,42,37,MCF7,54,breast,2,0
PD173074,NU7441,42,37,MDA.MB.157,55,breast,2,0
PD173074,NU7441,42,37,MDA.MB.231,56,breast,2,0
PD173074,NU7441,42,37,OCUB.M,67,breast,2,0
PD173074,NU7441,42,37,MDA.MB.361,57,breast,2,0
PD173074,NU7441,42,37,MDA.MB.415,58,breast,2,0
PD173074,NU7441,42,37,T47D,90,breast,2,0
PD173074,NU7441,42,37,MDA.MB.436,59,breast,2,0
PD173074,NU7441,42,37,UACC.893,92,breast,2,0
PD173074,NU7441,42,37,MDA.MB.453,60,breast,2,0
PD173074,Doramapimod,42,20,AU565,2,breast,2,0
PD173074,Doramapimod,42,20,BT.549,3,breast,2,0
PD173074,Doramapimod,42,20,CAL.120,6,breast,2,0
PD173074,Doramapimod,42,20,CAL.51,7,breast,2,0
PD173074,Doramapimod,42,20,CAMA.1,8,breast,2,0
PD173074,Doramapimod,42,20,COLO.824,15,breast,2,0
PD173074,Doramapimod,42,20,DU.4475,17,breast,2,0
PD173074,Doramapimod,42,20,EFM.19,18,breast,2,0
PD173074,Doramapimod,42,20,EVSA.T,19,breast,2,0
PD173074,Doramapimod,42,20,HCC1143,21,breast,2,0
PD173074,Doramapimod,42,20,HCC1187,22,breast,2,0
PD173074,Doramapimod,42,20,HCC1395,23,breast,2,0
PD173074,Doramapimod,42,20,HCC1419,24,breast,2,0
PD173074,Doramapimod,42,20,HCC1428,25,breast,2,0
PD173074,ZM447439,42,62,AU565,2,breast,2,0
PD173074,Doramapimod,42,20,HCC1806,26,breast,2,0
PD173074,Doramapimod,42,20,HCC1937,27,breast,2,0
PD173074,ZM447439,42,62,BT.549,3,breast,2,0
PD173074,ZM447439,42,62,CAL.120,6,breast,2,0
PD173074,Doramapimod,42,20,HCC1954,28,breast,2,0
PD173074,ZM447439,42,62,CAL.51,7,breast,2,1
PD173074,ZM447439,42,62,CAMA.1,8,breast,2,0
PD173074,ZM447439,42,62,COLO.824,15,breast,2,0
PD173074,Doramapimod,42,20,HCC38,31,breast,2,0
PD173074,Doramapimod,42,20,HCC70,32,breast,2,0
PD173074,ZM447439,42,62,DU.4475,17,breast,2,0
PD173074,ZM447439,42,62,EFM.19,18,breast,2,0
PD173074,ZM447439,42,62,EVSA.T,19,breast,2,1
PD173074,ZM447439,42,62,HCC1143,21,breast,2,1
PD173074,Doramapimod,42,20,Hs.578.T,35,breast,2,0
PD173074,Doramapimod,42,20,JIMT.1,42,breast,2,0
PD173074,ZM447439,42,62,HCC1187,22,breast,2,0
PD173074,ZM447439,42,62,HCC1395,23,breast,2,0
PD173074,Doramapimod,42,20,MCF7,54,breast,2,0
PD173074,ZM447439,42,62,HCC1419,24,breast,2,0
PD173074,ZM447439,42,62,HCC1428,25,breast,2,1
PD173074,Doramapimod,42,20,MDA.MB.157,55,breast,2,0
PD173074,ZM447439,42,62,HCC1806,26,breast,2,0
PD173074,Doramapimod,42,20,MDA.MB.231,56,breast,2,0
PD173074,Doramapimod,42,20,MDA.MB.361,57,breast,2,0
PD173074,ZM447439,42,62,HCC1937,27,breast,2,0
PD173074,ZM447439,42,62,HCC1954,28,breast,2,0
PD173074,Doramapimod,42,20,MDA.MB.415,58,breast,2,0
PD173074,Doramapimod,42,20,MDA.MB.436,59,breast,2,0
PD173074,ZM447439,42,62,HCC38,31,breast,2,0
PD173074,Doramapimod,42,20,MDA.MB.453,60,breast,2,0
PD173074,ZM447439,42,62,HCC70,32,breast,2,0
PD173074,Doramapimod,42,20,MDA.MB.468,61,breast,2,0
PD173074,ZM447439,42,62,Hs.578.T,35,breast,2,0
PD173074,Doramapimod,42,20,MFM.223,63,breast,2,0
PD173074,ZM447439,42,62,JIMT.1,42,breast,2,0
PD173074,ZM447439,42,62,MCF7,54,breast,2,1
PD173074,ZM447439,42,62,MDA.MB.157,55,breast,2,1
PD173074,Doramapimod,42,20,OCUB.M,67,breast,2,0
PD173074,ZM447439,42,62,MDA.MB.231,56,breast,2,0
PD173074,Doramapimod,42,20,T47D,90,breast,2,0
PD173074,ZM447439,42,62,MDA.MB.361,57,breast,2,0
PD173074,Doramapimod,42,20,UACC.893,92,breast,2,1
PD173074,ZM447439,42,62,MDA.MB.415,58,breast,2,0
PD173074,ZM447439,42,62,MDA.MB.436,59,breast,2,0
PD173074,ZM447439,42,62,MDA.MB.453,60,breast,2,0
PD173074,ZM447439,42,62,MDA.MB.468,61,breast,2,0
PD173074,Wee1 Inhibitor,42,61,AU565,2,breast,2,0
PD173074,ZM447439,42,62,MFM.223,63,breast,2,0
PD173074,ZM447439,42,62,OCUB.M,67,breast,2,0
PD173074,ZM447439,42,62,T47D,90,breast,2,0
PD173074,ZM447439,42,62,UACC.893,92,breast,2,0
PD173074,Alisertib,42,3,AU565,2,breast,2,0
PD173074,Wee1 Inhibitor,42,61,BT.549,3,breast,2,0
PD173074,Wee1 Inhibitor,42,61,CAL.120,6,breast,2,0
PD173074,Alisertib,42,3,BT.549,3,breast,2,0
PD173074,Alisertib,42,3,CAL.120,6,breast,2,0
PD173074,Wee1 Inhibitor,42,61,CAL.51,7,breast,2,0
PD173074,Wee1 Inhibitor,42,61,CAMA.1,8,breast,2,0
PD173074,Alisertib,42,3,CAL.51,7,breast,2,0
PD173074,Wee1 Inhibitor,42,61,COLO.824,15,breast,2,0
PD173074,Alisertib,42,3,CAMA.1,8,breast,2,0
PD173074,Wee1 Inhibitor,42,61,DU.4475,17,breast,2,0
PD173074,Alisertib,42,3,COLO.824,15,breast,2,0
PD173074,Alisertib,42,3,DU.4475,17,breast,2,0
PD173074,Wee1 Inhibitor,42,61,EFM.19,18,breast,2,0
PD173074,Alisertib,42,3,EFM.19,18,breast,2,0
PD173074,Wee1 Inhibitor,42,61,EVSA.T,19,breast,2,0
PD173074,Alisertib,42,3,EVSA.T,19,breast,2,0
PD173074,Alisertib,42,3,HCC1143,21,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1143,21,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1187,22,breast,2,0
PD173074,Alisertib,42,3,HCC1187,22,breast,2,0
PD173074,Alisertib,42,3,HCC1395,23,breast,2,0
PD173074,Alisertib,42,3,HCC1419,24,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1395,23,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1419,24,breast,2,0
PD173074,Alisertib,42,3,HCC1428,25,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1428,25,breast,2,0
PD173074,Alisertib,42,3,HCC1806,26,breast,2,0
PD173074,Alisertib,42,3,HCC1937,27,breast,2,0
PD173074,Alisertib,42,3,HCC1954,28,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1806,26,breast,2,0
PD173074,Alisertib,42,3,HCC38,31,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1937,27,breast,2,0
PD173074,Alisertib,42,3,HCC70,32,breast,2,0
PD173074,Alisertib,42,3,Hs.578.T,35,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC1954,28,breast,2,0
PD173074,Alisertib,42,3,JIMT.1,42,breast,2,0
PD173074,Alisertib,42,3,MCF7,54,breast,2,0
PD173074,Alisertib,42,3,MDA.MB.157,55,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC38,31,breast,2,0
PD173074,Alisertib,42,3,MDA.MB.231,56,breast,2,0
PD173074,Wee1 Inhibitor,42,61,HCC70,32,breast,2,0
PD173074,Alisertib,42,3,MDA.MB.361,57,breast,2,0
PD173074,Alisertib,42,3,MDA.MB.415,58,breast,2,0
PD173074,Alisertib,42,3,MDA.MB.436,59,breast,2,0
PD173074,Wee1 Inhibitor,42,61,Hs.578.T,35,breast,2,0
PD173074,Alisertib,42,3,MDA.MB.453,60,breast,2,0
PD173074,Alisertib,42,3,MDA.MB.468,61,breast,2,0
PD173074,Wee1 Inhibitor,42,61,JIMT.1,42,breast,2,0
PD173074,Alisertib,42,3,MFM.223,63,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MCF7,54,breast,2,0
PD173074,Alisertib,42,3,OCUB.M,67,breast,2,1
PD173074,Alisertib,42,3,T47D,90,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MDA.MB.157,55,breast,2,0
PD173074,Alisertib,42,3,UACC.893,92,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MDA.MB.231,56,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MDA.MB.361,57,breast,2,0
PD173074,RO-3306,42,46,AU565,2,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MDA.MB.415,58,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MDA.MB.436,59,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MDA.MB.453,60,breast,2,0
PD173074,RO-3306,42,46,BT.549,3,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MDA.MB.468,61,breast,2,0
PD173074,RO-3306,42,46,CAL.120,6,breast,2,0
PD173074,Wee1 Inhibitor,42,61,MFM.223,63,breast,2,0
PD173074,RO-3306,42,46,CAL.51,7,breast,2,0
PD173074,Wee1 Inhibitor,42,61,OCUB.M,67,breast,2,0
PD173074,RO-3306,42,46,CAMA.1,8,breast,2,0
PD173074,RO-3306,42,46,COLO.824,15,breast,2,0
PD173074,Wee1 Inhibitor,42,61,T47D,90,breast,2,0
PD173074,Wee1 Inhibitor,42,61,UACC.893,92,breast,2,0
PD173074,RO-3306,42,46,DU.4475,17,breast,2,0
PD173074,RO-3306,42,46,EFM.19,18,breast,2,0
PD173074,RO-3306,42,46,EVSA.T,19,breast,2,0
PD173074,RO-3306,42,46,HCC1143,21,breast,2,0
PD173074,RO-3306,42,46,HCC1187,22,breast,2,0
PD173074,RO-3306,42,46,HCC1395,23,breast,2,0
PD173074,RO-3306,42,46,HCC1419,24,breast,2,0
PD173074,RO-3306,42,46,HCC1428,25,breast,2,0
PD173074,RO-3306,42,46,HCC1806,26,breast,2,0
PD173074,RO-3306,42,46,HCC1937,27,breast,2,0
PD173074,RO-3306,42,46,HCC1954,28,breast,2,0
PD173074,RO-3306,42,46,HCC38,31,breast,2,0
PD173074,RO-3306,42,46,HCC70,32,breast,2,0
PD173074,RO-3306,42,46,Hs.578.T,35,breast,2,0
PD173074,RO-3306,42,46,JIMT.1,42,breast,2,0
PD173074,RO-3306,42,46,MCF7,54,breast,2,0
PD173074,RO-3306,42,46,MDA.MB.157,55,breast,2,0
PD173074,RO-3306,42,46,MDA.MB.231,56,breast,2,0
PD173074,RO-3306,42,46,MDA.MB.361,57,breast,2,0
PD173074,RO-3306,42,46,MDA.MB.415,58,breast,2,0
PD173074,RO-3306,42,46,MDA.MB.436,59,breast,2,0
PD173074,RO-3306,42,46,MDA.MB.453,60,breast,2,0
PD173074,RO-3306,42,46,MDA.MB.468,61,breast,2,0
PD173074,RO-3306,42,46,MFM.223,63,breast,2,0
PD173074,RO-3306,42,46,OCUB.M,67,breast,2,0
PD173074,RO-3306,42,46,T47D,90,breast,2,0
PD173074,RO-3306,42,46,UACC.893,92,breast,2,0
PD173074,MK-2206,42,34,AU565,2,breast,2,0
PD173074,MK-2206,42,34,BT.549,3,breast,2,0
PD173074,MK-2206,42,34,CAL.120,6,breast,2,1
PD173074,MK-2206,42,34,CAL.51,7,breast,2,0
PD173074,MK-2206,42,34,CAMA.1,8,breast,2,0
PD173074,MK-2206,42,34,COLO.824,15,breast,2,0
PD173074,MK-2206,42,34,DU.4475,17,breast,2,1
PD173074,MK-2206,42,34,EFM.19,18,breast,2,0
PD173074,MK-2206,42,34,EVSA.T,19,breast,2,0
PD173074,MK-2206,42,34,HCC1143,21,breast,2,0
PD173074,MK-2206,42,34,HCC1187,22,breast,2,0
PD173074,MK-2206,42,34,HCC1395,23,breast,2,0
PD173074,MK-2206,42,34,HCC1419,24,breast,2,0
PD173074,Pictilisib,42,44,AU565,2,breast,2,0
PD173074,MK-2206,42,34,HCC1428,25,breast,2,0
PD173074,MK-2206,42,34,HCC1806,26,breast,2,0
PD173074,MK-2206,42,34,HCC1937,27,breast,2,0
PD173074,MK-2206,42,34,HCC1954,28,breast,2,1
PD173074,Pictilisib,42,44,BT.549,3,breast,2,0
PD173074,MK-2206,42,34,HCC202,29,breast,2,0
PD173074,Pictilisib,42,44,CAL.120,6,breast,2,0
PD173074,Pictilisib,42,44,CAL.51,7,breast,2,0
PD173074,MK-2206,42,34,HCC38,31,breast,2,0
PD173074,MK-2206,42,34,HCC70,32,breast,2,0
PD173074,Pictilisib,42,44,CAMA.1,8,breast,2,0
PD173074,Pictilisib,42,44,COLO.824,15,breast,2,0
PD173074,Pictilisib,42,44,DU.4475,17,breast,2,0
PD173074,MK-2206,42,34,Hs.578.T,35,breast,2,1
PD173074,MK-2206,42,34,JIMT.1,42,breast,2,1
PD173074,Pictilisib,42,44,EFM.19,18,breast,2,1
PD173074,MK-2206,42,34,MCF7,54,breast,2,0
PD173074,MK-2206,42,34,MDA.MB.157,55,breast,2,0
PD173074,Pictilisib,42,44,EVSA.T,19,breast,2,0
PD173074,Pictilisib,42,44,HCC1143,21,breast,2,0
PD173074,MK-2206,42,34,MDA.MB.231,56,breast,2,0
PD173074,Pictilisib,42,44,HCC1187,22,breast,2,0
PD173074,Pictilisib,42,44,HCC1395,23,breast,2,0
PD173074,MK-2206,42,34,MDA.MB.361,57,breast,2,0
PD173074,Pictilisib,42,44,HCC1419,24,breast,2,0
PD173074,Pictilisib,42,44,HCC1428,25,breast,2,0
PD173074,MK-2206,42,34,MDA.MB.415,58,breast,2,0
PD173074,MK-2206,42,34,MDA.MB.436,59,breast,2,0
PD173074,MK-2206,42,34,MDA.MB.453,60,breast,2,0
PD173074,MK-2206,42,34,MDA.MB.468,61,breast,2,1
PD173074,Pictilisib,42,44,HCC1806,26,breast,2,0
PD173074,Pictilisib,42,44,HCC1937,27,breast,2,0
PD173074,MK-2206,42,34,MFM.223,63,breast,2,1
PD173074,Pictilisib,42,44,HCC1954,28,breast,2,0
PD173074,MK-2206,42,34,OCUB.M,67,breast,2,0
PD173074,Pictilisib,42,44,HCC202,29,breast,2,0
PD173074,MK-2206,42,34,T47D,90,breast,2,0
PD173074,MK-2206,42,34,UACC.893,92,breast,2,0
PD173074,Pictilisib,42,44,HCC38,31,breast,2,0
PD173074,Pictilisib,42,44,HCC70,32,breast,2,1
PD173074,Pictilisib,42,44,Hs.578.T,35,breast,2,1
PD173074,Palbociclib,42,41,AU565,2,breast,2,0
PD173074,Pictilisib,42,44,JIMT.1,42,breast,2,0
PD173074,Pictilisib,42,44,MCF7,54,breast,2,1
PD173074,Pictilisib,42,44,MDA.MB.157,55,breast,2,0
PD173074,Palbociclib,42,41,BT.549,3,breast,2,0
PD173074,Palbociclib,42,41,CAL.120,6,breast,2,0
PD173074,Pictilisib,42,44,MDA.MB.231,56,breast,2,0
PD173074,Palbociclib,42,41,CAL.51,7,breast,2,0
PD173074,Pictilisib,42,44,MDA.MB.361,57,breast,2,0
PD173074,Pictilisib,42,44,MDA.MB.415,58,breast,2,1
PD173074,Palbociclib,42,41,CAMA.1,8,breast,2,0
PD173074,Pictilisib,42,44,MDA.MB.436,59,breast,2,0
PD173074,Palbociclib,42,41,COLO.824,15,breast,2,0
PD173074,Pictilisib,42,44,MDA.MB.453,60,breast,2,0
PD173074,Palbociclib,42,41,DU.4475,17,breast,2,0
PD173074,Pictilisib,42,44,MDA.MB.468,61,breast,2,0
PD173074,Palbociclib,42,41,EFM.19,18,breast,2,0
PD173074,Pictilisib,42,44,MFM.223,63,breast,2,1
PD173074,Palbociclib,42,41,EVSA.T,19,breast,2,0
PD173074,Pictilisib,42,44,OCUB.M,67,breast,2,0
PD173074,Pictilisib,42,44,T47D,90,breast,2,0
PD173074,Palbociclib,42,41,HCC1143,21,breast,2,0
PD173074,Palbociclib,42,41,HCC1187,22,breast,2,0
PD173074,Pictilisib,42,44,UACC.893,92,breast,2,1
PD173074,Palbociclib,42,41,HCC1395,23,breast,2,0
PD173074,Palbociclib,42,41,HCC1419,24,breast,2,0
PD173074,Palbociclib,42,41,HCC1428,25,breast,2,0
PD173074,AZD8055,42,9,AU565,2,breast,2,0
PD173074,Palbociclib,42,41,HCC1806,26,breast,2,0
PD173074,Palbociclib,42,41,HCC1937,27,breast,2,0
PD173074,Palbociclib,42,41,HCC1954,28,breast,2,0
PD173074,Palbociclib,42,41,HCC202,29,breast,2,0
PD173074,AZD8055,42,9,BT.549,3,breast,2,0
PD173074,AZD8055,42,9,CAL.120,6,breast,2,0
PD173074,Palbociclib,42,41,HCC38,31,breast,2,0
PD173074,AZD8055,42,9,CAL.51,7,breast,2,1
PD173074,Palbociclib,42,41,HCC70,32,breast,2,0
PD173074,AZD8055,42,9,CAMA.1,8,breast,2,0
PD173074,AZD8055,42,9,COLO.824,15,breast,2,0
PD173074,Palbociclib,42,41,Hs.578.T,35,breast,2,0
PD173074,Palbociclib,42,41,JIMT.1,42,breast,2,0
PD173074,AZD8055,42,9,DU.4475,17,breast,2,0
PD173074,Palbociclib,42,41,MCF7,54,breast,2,0
PD173074,AZD8055,42,9,EFM.19,18,breast,2,0
PD173074,Palbociclib,42,41,MDA.MB.157,55,breast,2,0
PD173074,AZD8055,42,9,EVSA.T,19,breast,2,0
PD173074,Palbociclib,42,41,MDA.MB.231,56,breast,2,0
PD173074,AZD8055,42,9,HCC1143,21,breast,2,0
PD173074,Palbociclib,42,41,MDA.MB.361,57,breast,2,0
PD173074,AZD8055,42,9,HCC1187,22,breast,2,0
PD173074,AZD8055,42,9,HCC1395,23,breast,2,0
PD173074,Palbociclib,42,41,MDA.MB.415,58,breast,2,0
PD173074,Palbociclib,42,41,MDA.MB.436,59,breast,2,0
PD173074,AZD8055,42,9,HCC1419,24,breast,2,0
PD173074,AZD8055,42,9,HCC1428,25,breast,2,0
PD173074,Palbociclib,42,41,MDA.MB.453,60,breast,2,0
PD173074,Palbociclib,42,41,MDA.MB.468,61,breast,2,0
PD173074,Palbociclib,42,41,MFM.223,63,breast,2,0
PD173074,Palbociclib,42,41,OCUB.M,67,breast,2,0
PD173074,AZD8055,42,9,HCC1806,26,breast,2,0
PD173074,Palbociclib,42,41,T47D,90,breast,2,0
PD173074,AZD8055,42,9,HCC1937,27,breast,2,0
PD173074,AZD8055,42,9,HCC1954,28,breast,2,0
PD173074,Palbociclib,42,41,UACC.893,92,breast,2,0
PD173074,AZD8055,42,9,HCC38,31,breast,2,0
PD173074,5-Fluorouracil,42,1,Hs.578.T,35,breast,2,0
PD173074,AZD8055,42,9,HCC70,32,breast,2,0
PD173074,5-Fluorouracil,42,1,JIMT.1,42,breast,2,0
PD173074,5-Fluorouracil,42,1,MCF7,54,breast,2,0
PD173074,5-Fluorouracil,42,1,MDA.MB.157,55,breast,2,0
PD173074,AZD8055,42,9,Hs.578.T,35,breast,2,0
PD173074,AZD8055,42,9,JIMT.1,42,breast,2,0
PD173074,AZD8055,42,9,MCF7,54,breast,2,0
PD173074,5-Fluorouracil,42,1,MDA.MB.231,56,breast,2,0
PD173074,AZD8055,42,9,MDA.MB.157,55,breast,2,0
PD173074,5-Fluorouracil,42,1,MDA.MB.361,57,breast,2,0
PD173074,5-Fluorouracil,42,1,MDA.MB.415,58,breast,2,0
PD173074,AZD8055,42,9,MDA.MB.231,56,breast,2,0
PD173074,5-Fluorouracil,42,1,MDA.MB.436,59,breast,2,0
PD173074,5-Fluorouracil,42,1,MDA.MB.453,60,breast,2,0
PD173074,AZD8055,42,9,MDA.MB.361,57,breast,2,0
PD173074,AZD8055,42,9,MDA.MB.415,58,breast,2,0
PD173074,5-Fluorouracil,42,1,MDA.MB.468,61,breast,2,0
PD173074,5-Fluorouracil,42,1,MFM.223,63,breast,2,0
PD173074,AZD8055,42,9,MDA.MB.436,59,breast,2,0
PD173074,AZD8055,42,9,MDA.MB.453,60,breast,2,0
PD173074,5-Fluorouracil,42,1,OCUB.M,67,breast,2,0
PD173074,AZD8055,42,9,MDA.MB.468,61,breast,2,0
PD173074,5-Fluorouracil,42,1,T47D,90,breast,2,0
PD173074,AZD8055,42,9,MFM.223,63,breast,2,0
PD173074,5-Fluorouracil,42,1,UACC.893,92,breast,2,1
PD173074,AZD8055,42,9,OCUB.M,67,breast,2,0
