Drug1,Drug2,Index1,Index2,Cell_Line,Cindex,Tissue,Tindex,Synergy
methotrexate,geldanamycin,19,14,T47D,26,breast,5,-22.01903618
methotrexate,L-778123 free base,19,16,T47D,26,breast,5,-18.57672484
methotrexate,Lapatinib,19,17,T47D,26,breast,5,-9.027613662
methotrexate,MK-2206,19,21,T47D,26,breast,5,-7.235869854
methotrexate,Niraparib,19,22,T47D,26,breast,5,-5.89799739
methotrexate,MK-5108,19,23,T47D,26,breast,5,-5.516296137
methotrexate,Deforolimus,19,24,T47D,26,breast,5,-2.794874412
methotrexate,891494-63-6,19,36,T47D,26,breast,5,-54.02405985
methotrexate,391210-10-9,19,27,T47D,26,breast,5,-10.73600326
methotrexate,Sorafenib,19,29,T47D,26,breast,5,-8.930396352
methotrexate,Sunitinib,19,30,T47D,26,breast,5,-52.53302007
methotrexate,temozolomide,19,31,T47D,26,breast,5,-67.19502123
methotrexate,Vorinostat,19,35,T47D,26,breast,5,-2.368209326
mitomycin C,Veliparib,20,2,T47D,26,breast,5,-22.609712
mitomycin C,MK-1775,20,3,T47D,26,breast,5,1.521227681
mitomycin C,915019-65-7,20,4,T47D,26,breast,5,11.57023555
mitomycin C,Bortezomib,20,5,T47D,26,breast,5,-15.21746555
mitomycin C,Dasatinib,20,8,T47D,26,breast,5,2.860734399
mitomycin C,Dinaciclib,20,10,T47D,26,breast,5,-2.471573683
mitomycin C,Erlotinib,20,12,T47D,26,breast,5,-0.356997024
mitomycin C,geldanamycin,20,14,T47D,26,breast,5,-3.165218359
mitomycin C,L-778123 free base,20,16,T47D,26,breast,5,-2.12293716
mitomycin C,Lapatinib,20,17,T47D,26,breast,5,8.245410794
mitomycin C,MK-2206,20,21,T47D,26,breast,5,4.017502713
mitomycin C,Niraparib,20,22,T47D,26,breast,5,-0.637874143
mitomycin C,MK-5108,20,23,T47D,26,breast,5,-7.510691275
mitomycin C,Deforolimus,20,24,T47D,26,breast,5,5.309953465
mitomycin C,891494-63-6,20,36,T47D,26,breast,5,-23.48798678
mitomycin C,391210-10-9,20,27,T47D,26,breast,5,1.47811618
mitomycin C,Sorafenib,20,29,T47D,26,breast,5,-5.737204772
mitomycin C,Sunitinib,20,30,T47D,26,breast,5,-26.63665312
mitomycin C,temozolomide,20,31,T47D,26,breast,5,-41.49847474
mitomycin C,Vorinostat,20,35,T47D,26,breast,5,7.281586732
MK-2206,Veliparib,21,2,T47D,26,breast,5,-3.255027752
MK-2206,915019-65-7,21,4,T47D,26,breast,5,12.75911577
MK-2206,Bortezomib,21,5,T47D,26,breast,5,-10.42882867
MK-2206,Dasatinib,21,8,T47D,26,breast,5,7.090603417
MK-2206,Dinaciclib,21,10,T47D,26,breast,5,5.590649836
MK-2206,Erlotinib,21,12,T47D,26,breast,5,0.875766284
MK-2206,geldanamycin,21,14,T47D,26,breast,5,-1.695586039
MK-2206,Deforolimus,21,24,T47D,26,breast,5,4.830880558
MK-2206,891494-63-6,21,36,T47D,26,breast,5,-8.314644835
MK-2206,391210-10-9,21,27,T47D,26,breast,5,5.516735807
MK-2206,Sorafenib,21,29,T47D,26,breast,5,12.82859965
MK-2206,topotecan,21,32,T47D,26,breast,5,12.50238513
Niraparib,Veliparib,22,2,T47D,26,breast,5,2.471876324
Niraparib,915019-65-7,22,4,T47D,26,breast,5,11.29350132
Niraparib,Bortezomib,22,5,T47D,26,breast,5,-6.385733456
Niraparib,Dasatinib,22,8,T47D,26,breast,5,-2.098921922
Niraparib,Dinaciclib,22,10,T47D,26,breast,5,-6.990794392
Niraparib,Erlotinib,22,12,T47D,26,breast,5,0.030701437
Niraparib,geldanamycin,22,14,T47D,26,breast,5,3.792291232
Niraparib,MK-2206,22,21,T47D,26,breast,5,7.727454042
Niraparib,Deforolimus,22,24,T47D,26,breast,5,13.00285926
Niraparib,891494-63-6,22,36,T47D,26,breast,5,-0.431685372
Niraparib,391210-10-9,22,27,T47D,26,breast,5,3.139256518
Niraparib,7-Ethyl-10-hydroxycamptothecin,22,28,T47D,26,breast,5,3.286823423
Niraparib,Sorafenib,22,29,T47D,26,breast,5,10.63114375
Niraparib,topotecan,22,32,T47D,26,breast,5,-3.066183612
MK-5108,Veliparib,23,2,T47D,26,breast,5,-6.468440269
MK-5108,915019-65-7,23,4,T47D,26,breast,5,13.59737485
MK-5108,Bortezomib,23,5,T47D,26,breast,5,-13.18157054
MK-5108,Dasatinib,23,8,T47D,26,breast,5,3.253231232
MK-5108,Dinaciclib,23,10,T47D,26,breast,5,-5.393873939
MK-5108,Erlotinib,23,12,T47D,26,breast,5,9.037211999
MK-5108,geldanamycin,23,14,T47D,26,breast,5,10.95576614
MK-5108,MK-2206,23,21,T47D,26,breast,5,-1.272707112
MK-5108,Niraparib,23,22,T47D,26,breast,5,11.7156344
MK-5108,Deforolimus,23,24,T47D,26,breast,5,10.71290964
MK-5108,891494-63-6,23,36,T47D,26,breast,5,-7.339869886
MK-5108,391210-10-9,23,27,T47D,26,breast,5,4.381383743
MK-5108,7-Ethyl-10-hydroxycamptothecin,23,28,T47D,26,breast,5,-4.743372497
MK-5108,Sorafenib,23,29,T47D,26,breast,5,10.31461775
MK-5108,topotecan,23,32,T47D,26,breast,5,4.79384564
Deforolimus,915019-65-7,24,4,T47D,26,breast,5,23.10485914
Deforolimus,Dinaciclib,24,10,T47D,26,breast,5,11.00733469
Deforolimus,geldanamycin,24,14,T47D,26,breast,5,8.884698931
Deforolimus,891494-63-6,24,36,T47D,26,breast,5,-2.54063751
Deforolimus,Sorafenib,24,29,T47D,26,breast,5,13.03193973
Deforolimus,topotecan,24,32,T47D,26,breast,5,9.37854879
paclitaxel,Veliparib,26,2,T47D,26,breast,5,-23.60955752
paclitaxel,MK-1775,26,3,T47D,26,breast,5,-13.09560264
paclitaxel,915019-65-7,26,4,T47D,26,breast,5,9.691968221
paclitaxel,Bortezomib,26,5,T47D,26,breast,5,1.094390587
paclitaxel,Dasatinib,26,8,T47D,26,breast,5,7.078924552
paclitaxel,Dinaciclib,26,10,T47D,26,breast,5,-1.594883121
paclitaxel,Erlotinib,26,12,T47D,26,breast,5,0.123581783
paclitaxel,geldanamycin,26,14,T47D,26,breast,5,-17.68307334
paclitaxel,L-778123 free base,26,16,T47D,26,breast,5,1.437826852
paclitaxel,Lapatinib,26,17,T47D,26,breast,5,0.809697097
paclitaxel,MK-2206,26,21,T47D,26,breast,5,5.109147243
paclitaxel,Niraparib,26,22,T47D,26,breast,5,-13.67187936
paclitaxel,MK-5108,26,23,T47D,26,breast,5,0.24290293
paclitaxel,Deforolimus,26,24,T47D,26,breast,5,9.405221753
paclitaxel,891494-63-6,26,36,T47D,26,breast,5,-22.00886441
paclitaxel,391210-10-9,26,27,T47D,26,breast,5,-8.981899736
paclitaxel,Sorafenib,26,29,T47D,26,breast,5,3.888100328
paclitaxel,Sunitinib,26,30,T47D,26,breast,5,-24.39542958
paclitaxel,temozolomide,26,31,T47D,26,breast,5,-34.15221137
paclitaxel,Vorinostat,26,35,T47D,26,breast,5,7.692941413
391210-10-9,Veliparib,27,2,T47D,26,breast,5,3.87437011
391210-10-9,915019-65-7,27,4,T47D,26,breast,5,9.932779855
391210-10-9,Bortezomib,27,5,T47D,26,breast,5,-7.331100852
391210-10-9,Dasatinib,27,8,T47D,26,breast,5,-3.151432252
391210-10-9,Dinaciclib,27,10,T47D,26,breast,5,-3.069748471
391210-10-9,geldanamycin,27,14,T47D,26,breast,5,4.378717652
391210-10-9,Deforolimus,27,24,T47D,26,breast,5,0.406799394
391210-10-9,891494-63-6,27,36,T47D,26,breast,5,5.339861151
391210-10-9,Eloxatin (TN),27,25,T47D,26,breast,5,6.380292713
391210-10-9,Sorafenib,27,29,T47D,26,breast,5,14.48907947
391210-10-9,topotecan,27,32,T47D,26,breast,5,4.632606218
7-Ethyl-10-hydroxycamptothecin,Sorafenib,28,29,T47D,26,breast,5,2.442213745
Sorafenib,Dinaciclib,29,10,T47D,26,breast,5,6.224911183
Sorafenib,891494-63-6,29,36,T47D,26,breast,5,8.646305222
Sunitinib,Veliparib,30,2,T47D,26,breast,5,18.77714155
Sunitinib,MK-1775,30,3,T47D,26,breast,5,12.0028931
Sunitinib,915019-65-7,30,4,T47D,26,breast,5,2.915388491
Sunitinib,Bortezomib,30,5,T47D,26,breast,5,-26.91206797
Sunitinib,Dasatinib,30,8,T47D,26,breast,5,1.088078843
Sunitinib,Dinaciclib,30,10,T47D,26,breast,5,-17.66958395
Sunitinib,Erlotinib,30,12,T47D,26,breast,5,-1.148901335
Sunitinib,geldanamycin,30,14,T47D,26,breast,5,15.41869861
Sunitinib,Lapatinib,30,17,T47D,26,breast,5,4.366245373
Sunitinib,MK-2206,30,21,T47D,26,breast,5,5.84892515
Sunitinib,Niraparib,30,22,T47D,26,breast,5,16.13673418
Sunitinib,MK-5108,30,23,T47D,26,breast,5,0.386412412
Sunitinib,Deforolimus,30,24,T47D,26,breast,5,11.28571044
Sunitinib,891494-63-6,30,36,T47D,26,breast,5,16.58993123
Sunitinib,391210-10-9,30,27,T47D,26,breast,5,14.75324926
Sunitinib,7-Ethyl-10-hydroxycamptothecin,30,28,T47D,26,breast,5,-36.55607784
Sunitinib,Sorafenib,30,29,T47D,26,breast,5,13.71198107
Sunitinib,temozolomide,30,31,T47D,26,breast,5,8.207152738
Sunitinib,topotecan,30,32,T47D,26,breast,5,-18.40764163
temozolomide,Veliparib,31,2,T47D,26,breast,5,7.014663551
temozolomide,MK-1775,31,3,T47D,26,breast,5,-10.48306389
temozolomide,915019-65-7,31,4,T47D,26,breast,5,-16.76584331
temozolomide,Bortezomib,31,5,T47D,26,breast,5,-62.12193719
temozolomide,Dasatinib,31,8,T47D,26,breast,5,-13.49269762
temozolomide,Dinaciclib,31,10,T47D,26,breast,5,-32.77489645
temozolomide,Erlotinib,31,12,T47D,26,breast,5,-62.08475704
temozolomide,geldanamycin,31,14,T47D,26,breast,5,-4.383085014
temozolomide,Lapatinib,31,17,T47D,26,breast,5,-27.38244685
temozolomide,MK-2206,31,21,T47D,26,breast,5,-9.764875533
temozolomide,Niraparib,31,22,T47D,26,breast,5,3.715787003
temozolomide,MK-5108,31,23,T47D,26,breast,5,-14.25190782
temozolomide,Deforolimus,31,24,T47D,26,breast,5,-12.9558761
temozolomide,891494-63-6,31,36,T47D,26,breast,5,0.351715109
temozolomide,391210-10-9,31,27,T47D,26,breast,5,2.092921291
temozolomide,Sorafenib,31,29,T47D,26,breast,5,-15.65464202
temozolomide,topotecan,31,32,T47D,26,breast,5,-6.45854072
topotecan,915019-65-7,32,4,T47D,26,breast,5,13.19588233
topotecan,Dinaciclib,32,10,T47D,26,breast,5,4.033993799
topotecan,891494-63-6,32,36,T47D,26,breast,5,-20.53141996
topotecan,Sorafenib,32,29,T47D,26,breast,5,3.176220967
vinblastine,MK-1775,33,3,T47D,26,breast,5,-14.16459594
vinblastine,Dasatinib,33,8,T47D,26,breast,5,-6.929951552
vinblastine,Dinaciclib,33,10,T47D,26,breast,5,-6.417691168
vinblastine,Erlotinib,33,12,T47D,26,breast,5,2.264898496
vinblastine,Lapatinib,33,17,T47D,26,breast,5,-1.249780994
vinblastine,MK-2206,33,21,T47D,26,breast,5,1.924567704
vinblastine,Niraparib,33,22,T47D,26,breast,5,-13.07858843
vinblastine,MK-5108,33,23,T47D,26,breast,5,-3.93939837
vinblastine,Deforolimus,33,24,T47D,26,breast,5,11.01971312
vinblastine,891494-63-6,33,36,T47D,26,breast,5,-62.55269044
vinblastine,Sorafenib,33,29,T47D,26,breast,5,-4.172986764
vinblastine,Sunitinib,33,30,T47D,26,breast,5,-70.81160337
vinblastine,temozolomide,33,31,T47D,26,breast,5,-92.94175835
vinblastine,Vorinostat,33,35,T47D,26,breast,5,6.097122299
vinorelbine,Veliparib,34,2,T47D,26,breast,5,-23.01256432
vinorelbine,MK-1775,34,3,T47D,26,breast,5,-1.946071924
vinorelbine,915019-65-7,34,4,T47D,26,breast,5,12.57414264
vinorelbine,Bortezomib,34,5,T47D,26,breast,5,-8.205460309
vinorelbine,Dasatinib,34,8,T47D,26,breast,5,9.946976412
vinorelbine,Dinaciclib,34,10,T47D,26,breast,5,4.112896505
vinorelbine,Erlotinib,34,12,T47D,26,breast,5,1.041506195
vinorelbine,geldanamycin,34,14,T47D,26,breast,5,2.987623381
vinorelbine,Lapatinib,34,17,T47D,26,breast,5,3.323372783
vinorelbine,MK-2206,34,21,T47D,26,breast,5,5.729093582
vinorelbine,Niraparib,34,22,T47D,26,breast,5,-2.727133732
vinorelbine,MK-5108,34,23,T47D,26,breast,5,-1.426711784
vinorelbine,Deforolimus,34,24,T47D,26,breast,5,5.112509005
vinorelbine,891494-63-6,34,36,T47D,26,breast,5,-19.80804137
vinorelbine,391210-10-9,34,27,T47D,26,breast,5,-9.565716359
vinorelbine,Sorafenib,34,29,T47D,26,breast,5,5.876343544
vinorelbine,Sunitinib,34,30,T47D,26,breast,5,-14.58004106
vinorelbine,temozolomide,34,31,T47D,26,breast,5,-19.06588681
vinorelbine,Vorinostat,34,35,T47D,26,breast,5,4.918196882
Vorinostat,Veliparib,35,2,T47D,26,breast,5,-28.1337868
Vorinostat,MK-1775,35,3,T47D,26,breast,5,12.18574626
Vorinostat,915019-65-7,35,4,T47D,26,breast,5,10.25223662
Vorinostat,Bortezomib,35,5,T47D,26,breast,5,4.688985679
Vorinostat,Dasatinib,35,8,T47D,26,breast,5,5.321680837
Vorinostat,Dinaciclib,35,10,T47D,26,breast,5,-1.808848625
Vorinostat,Erlotinib,35,12,T47D,26,breast,5,5.63502061
Vorinostat,geldanamycin,35,14,T47D,26,breast,5,-0.657976152
Vorinostat,gemcitabine,35,15,T47D,26,breast,5,11.34326696
Vorinostat,Lapatinib,35,17,T47D,26,breast,5,-5.493763327
Vorinostat,MK-2206,35,21,T47D,26,breast,5,4.399052456
Vorinostat,Niraparib,35,22,T47D,26,breast,5,1.786057955
Vorinostat,MK-5108,35,23,T47D,26,breast,5,6.876818805
Vorinostat,Deforolimus,35,24,T47D,26,breast,5,8.915388717
Vorinostat,891494-63-6,35,36,T47D,26,breast,5,-23.35110766
Vorinostat,391210-10-9,35,27,T47D,26,breast,5,6.976860699
Vorinostat,Sorafenib,35,29,T47D,26,breast,5,-6.224330369
Vorinostat,Sunitinib,35,30,T47D,26,breast,5,-14.43445748
Vorinostat,temozolomide,35,31,T47D,26,breast,5,-66.98579009
Vorinostat,topotecan,35,32,T47D,26,breast,5,14.04994288
MK-1775,Eloxatin (TN),3,25,T47D,26,breast,5,-6.902416522
915019-65-7,7-Ethyl-10-hydroxycamptothecin,4,28,T47D,26,breast,5,6.520960943
Carboplatinum,MK-5108,6,23,T47D,26,breast,5,-2.068567018
Carboplatinum,Vorinostat,6,35,T47D,26,breast,5,-3.760654065
cyclophosphamide,MK-1775,7,3,T47D,26,breast,5,-4.251576067
cyclophosphamide,Dasatinib,7,8,T47D,26,breast,5,-2.688237613
cyclophosphamide,Erlotinib,7,12,T47D,26,breast,5,-21.3820294
cyclophosphamide,Lapatinib,7,17,T47D,26,breast,5,-9.625373169
cyclophosphamide,MK-2206,7,21,T47D,26,breast,5,-12.79267459
cyclophosphamide,Niraparib,7,22,T47D,26,breast,5,-10.6526683
cyclophosphamide,MK-5108,7,23,T47D,26,breast,5,-5.953662462
cyclophosphamide,Deforolimus,7,24,T47D,26,breast,5,-19.60288165
cyclophosphamide,Sorafenib,7,29,T47D,26,breast,5,-11.09163068
cyclophosphamide,Sunitinib,7,30,T47D,26,breast,5,10.71661573
cyclophosphamide,Vorinostat,7,35,T47D,26,breast,5,-33.74653827
Dasatinib,Eloxatin (TN),8,25,T47D,26,breast,5,-1.867873632
metformin,MK-1775,18,3,T47D,26,breast,5,-3.824638012
metformin,Dinaciclib,18,10,T47D,26,breast,5,-9.41297456
metformin,MK-2206,18,21,T47D,26,breast,5,-7.387251575
metformin,Niraparib,18,22,T47D,26,breast,5,-4.727751485
metformin,MK-5108,18,23,T47D,26,breast,5,-6.096531784
metformin,Deforolimus,18,24,T47D,26,breast,5,-4.380867581
metformin,891494-63-6,18,36,T47D,26,breast,5,3.278342907
metformin,Sorafenib,18,29,T47D,26,breast,5,-1.332644309
metformin,Sunitinib,18,30,T47D,26,breast,5,15.38455329
metformin,temozolomide,18,31,T47D,26,breast,5,-1.674563722
metformin,Vorinostat,18,35,T47D,26,breast,5,-21.41417178
MK-2206,Eloxatin (TN),21,25,T47D,26,breast,5,-11.84968085
MK-2206,7-Ethyl-10-hydroxycamptothecin,21,28,T47D,26,breast,5,2.296588536
Niraparib,Eloxatin (TN),22,25,T47D,26,breast,5,-9.369160902
MK-5108,Eloxatin (TN),23,25,T47D,26,breast,5,-4.467322951
Deforolimus,Eloxatin (TN),24,25,T47D,26,breast,5,-2.281600625
Deforolimus,7-Ethyl-10-hydroxycamptothecin,24,28,T47D,26,breast,5,-4.196967481
Eloxatin (TN),Dinaciclib,25,10,T47D,26,breast,5,-4.987997045
Eloxatin (TN),891494-63-6,25,36,T47D,26,breast,5,-6.795580677
Eloxatin (TN),Sorafenib,25,29,T47D,26,breast,5,-8.639274349
391210-10-9,7-Ethyl-10-hydroxycamptothecin,27,28,T47D,26,breast,5,-5.975202114
7-Ethyl-10-hydroxycamptothecin,Dinaciclib,28,10,T47D,26,breast,5,-7.906080306
7-Ethyl-10-hydroxycamptothecin,891494-63-6,28,36,T47D,26,breast,5,-59.17777524
Sunitinib,Eloxatin (TN),30,25,T47D,26,breast,5,-8.811924176
temozolomide,Eloxatin (TN),31,25,T47D,26,breast,5,-34.4861101
temozolomide,7-Ethyl-10-hydroxycamptothecin,31,28,T47D,26,breast,5,-57.14605261
vinblastine,Veliparib,33,2,T47D,26,breast,5,-80.40513597
vinblastine,915019-65-7,33,4,T47D,26,breast,5,3.177330615
vinblastine,Bortezomib,33,5,T47D,26,breast,5,-9.854482324
vinblastine,geldanamycin,33,14,T47D,26,breast,5,-39.49326689
vinblastine,L-778123 free base,33,16,T47D,26,breast,5,-10.47319043
vinblastine,391210-10-9,33,27,T47D,26,breast,5,-8.598618031
Vorinostat,Eloxatin (TN),35,25,T47D,26,breast,5,-7.999660406
Vorinostat,7-Ethyl-10-hydroxycamptothecin,35,28,T47D,26,breast,5,3.8490448
5-Fluorouracil,Veliparib,1,2,HCT.116,6,digestive_system,4,-17.00511563
5-Fluorouracil,MK-1775,1,3,HCT.116,6,digestive_system,4,2.51561551
5-Fluorouracil,915019-65-7,1,4,HCT.116,6,digestive_system,4,-3.946020832
5-Fluorouracil,Bortezomib,1,5,HCT.116,6,digestive_system,4,-2.591227215
5-Fluorouracil,Dasatinib,1,8,HCT.116,6,digestive_system,4,-9.976665907
5-Fluorouracil,Dinaciclib,1,10,HCT.116,6,digestive_system,4,0.117159733
5-Fluorouracil,Erlotinib,1,12,HCT.116,6,digestive_system,4,0.878552699
5-Fluorouracil,geldanamycin,1,14,HCT.116,6,digestive_system,4,-0.217508429
5-Fluorouracil,L-778123 free base,1,16,HCT.116,6,digestive_system,4,2.971769549
5-Fluorouracil,Lapatinib,1,17,HCT.116,6,digestive_system,4,-2.963321779
5-Fluorouracil,MK-2206,1,21,HCT.116,6,digestive_system,4,-1.326892784
5-Fluorouracil,Niraparib,1,22,HCT.116,6,digestive_system,4,0.302799734
5-Fluorouracil,MK-5108,1,23,HCT.116,6,digestive_system,4,4.402752491
5-Fluorouracil,Deforolimus,1,24,HCT.116,6,digestive_system,4,-0.086892925
5-Fluorouracil,891494-63-6,1,36,HCT.116,6,digestive_system,4,1.736572379
5-Fluorouracil,391210-10-9,1,27,HCT.116,6,digestive_system,4,2.944726767
5-Fluorouracil,Sorafenib,1,29,HCT.116,6,digestive_system,4,-5.375371616
5-Fluorouracil,Sunitinib,1,30,HCT.116,6,digestive_system,4,2.342845563
5-Fluorouracil,temozolomide,1,31,HCT.116,6,digestive_system,4,-67.6109078
5-Fluorouracil,Vorinostat,1,35,HCT.116,6,digestive_system,4,-2.269069438
Veliparib,915019-65-7,2,4,HCT.116,6,digestive_system,4,-68.96595867
Veliparib,Dinaciclib,2,10,HCT.116,6,digestive_system,4,-45.20465447
Veliparib,geldanamycin,2,14,HCT.116,6,digestive_system,4,-23.9673231
Veliparib,Deforolimus,2,24,HCT.116,6,digestive_system,4,-4.23247375
Veliparib,891494-63-6,2,36,HCT.116,6,digestive_system,4,-9.501240386
Veliparib,Eloxatin (TN),2,25,HCT.116,6,digestive_system,4,1.324441873
Veliparib,7-Ethyl-10-hydroxycamptothecin,2,28,HCT.116,6,digestive_system,4,-72.60115594
Veliparib,Sorafenib,2,29,HCT.116,6,digestive_system,4,-12.56708719
Veliparib,topotecan,2,32,HCT.116,6,digestive_system,4,-34.04041737
MK-1775,Veliparib,3,2,HCT.116,6,digestive_system,4,-61.95986899
MK-1775,915019-65-7,3,4,HCT.116,6,digestive_system,4,7.235170469
MK-1775,Bortezomib,3,5,HCT.116,6,digestive_system,4,-5.056739996
MK-1775,Dasatinib,3,8,HCT.116,6,digestive_system,4,-23.02787887
MK-1775,Dinaciclib,3,10,HCT.116,6,digestive_system,4,-7.005792981
MK-1775,Erlotinib,3,12,HCT.116,6,digestive_system,4,-8.07261991
MK-1775,geldanamycin,3,14,HCT.116,6,digestive_system,4,2.909822264
MK-1775,Lapatinib,3,17,HCT.116,6,digestive_system,4,-6.422208963
MK-1775,MK-2206,3,21,HCT.116,6,digestive_system,4,2.927719663
MK-1775,Niraparib,3,22,HCT.116,6,digestive_system,4,0.70396024
MK-1775,MK-5108,3,23,HCT.116,6,digestive_system,4,-14.92775597
MK-1775,Deforolimus,3,24,HCT.116,6,digestive_system,4,2.316032816
MK-1775,891494-63-6,3,36,HCT.116,6,digestive_system,4,20.88779132
MK-1775,Eloxatin (TN),3,25,HCT.116,6,digestive_system,4,-0.785647706
MK-1775,391210-10-9,3,27,HCT.116,6,digestive_system,4,6.250484618
MK-1775,7-Ethyl-10-hydroxycamptothecin,3,28,HCT.116,6,digestive_system,4,-4.063422613
MK-1775,Sorafenib,3,29,HCT.116,6,digestive_system,4,-1.667619789
MK-1775,topotecan,3,32,HCT.116,6,digestive_system,4,0.227249986
915019-65-7,Dinaciclib,4,10,HCT.116,6,digestive_system,4,-4.523063435
915019-65-7,891494-63-6,4,36,HCT.116,6,digestive_system,4,4.065468181
915019-65-7,Eloxatin (TN),4,25,HCT.116,6,digestive_system,4,2.962892653
915019-65-7,7-Ethyl-10-hydroxycamptothecin,4,28,HCT.116,6,digestive_system,4,0.073523235
Bortezomib,Veliparib,5,2,HCT.116,6,digestive_system,4,-49.16836482
Bortezomib,915019-65-7,5,4,HCT.116,6,digestive_system,4,-2.051569437
Bortezomib,Dasatinib,5,8,HCT.116,6,digestive_system,4,-54.94546339
Bortezomib,Dinaciclib,5,10,HCT.116,6,digestive_system,4,-5.616840571
Bortezomib,geldanamycin,5,14,HCT.116,6,digestive_system,4,-1.87857711
Bortezomib,Deforolimus,5,24,HCT.116,6,digestive_system,4,-16.19336245
Bortezomib,891494-63-6,5,36,HCT.116,6,digestive_system,4,-2.390174153
Bortezomib,Eloxatin (TN),5,25,HCT.116,6,digestive_system,4,-0.107087748
Bortezomib,7-Ethyl-10-hydroxycamptothecin,5,28,HCT.116,6,digestive_system,4,-3.621899893
Bortezomib,Sorafenib,5,29,HCT.116,6,digestive_system,4,-4.27810552
Bortezomib,topotecan,5,32,HCT.116,6,digestive_system,4,-2.557844967
Carboplatinum,Veliparib,6,2,HCT.116,6,digestive_system,4,8.523066688
Carboplatinum,MK-1775,6,3,HCT.116,6,digestive_system,4,-56.94775234
Carboplatinum,915019-65-7,6,4,HCT.116,6,digestive_system,4,-74.09070109
Carboplatinum,Bortezomib,6,5,HCT.116,6,digestive_system,4,-43.87786108
Carboplatinum,Dasatinib,6,8,HCT.116,6,digestive_system,4,-9.341195979
Carboplatinum,Dinaciclib,6,10,HCT.116,6,digestive_system,4,-49.46345025
Carboplatinum,Erlotinib,6,12,HCT.116,6,digestive_system,4,-51.15942254
Carboplatinum,geldanamycin,6,14,HCT.116,6,digestive_system,4,-7.552942974
Carboplatinum,L-778123 free base,6,16,HCT.116,6,digestive_system,4,-44.58497606
Carboplatinum,Lapatinib,6,17,HCT.116,6,digestive_system,4,-4.251245431
Carboplatinum,MK-2206,6,21,HCT.116,6,digestive_system,4,5.925265334
Carboplatinum,Niraparib,6,22,HCT.116,6,digestive_system,4,-23.62274661
Carboplatinum,MK-5108,6,23,HCT.116,6,digestive_system,4,-16.53151807
Carboplatinum,Deforolimus,6,24,HCT.116,6,digestive_system,4,5.219342094
Carboplatinum,891494-63-6,6,36,HCT.116,6,digestive_system,4,-9.080138897
Carboplatinum,391210-10-9,6,27,HCT.116,6,digestive_system,4,-77.94065594
Carboplatinum,Sorafenib,6,29,HCT.116,6,digestive_system,4,-38.74609408
Carboplatinum,Sunitinib,6,30,HCT.116,6,digestive_system,4,-42.27941234
Carboplatinum,temozolomide,6,31,HCT.116,6,digestive_system,4,-4.335115594
Carboplatinum,Vorinostat,6,35,HCT.116,6,digestive_system,4,-47.77567042
cyclophosphamide,Veliparib,7,2,HCT.116,6,digestive_system,4,9.508461325
cyclophosphamide,MK-1775,7,3,HCT.116,6,digestive_system,4,-70.45635175
cyclophosphamide,915019-65-7,7,4,HCT.116,6,digestive_system,4,-69.61231804
cyclophosphamide,Bortezomib,7,5,HCT.116,6,digestive_system,4,-46.73617351
cyclophosphamide,Dasatinib,7,8,HCT.116,6,digestive_system,4,-10.83647474
cyclophosphamide,Dinaciclib,7,10,HCT.116,6,digestive_system,4,-43.87100899
cyclophosphamide,Erlotinib,7,12,HCT.116,6,digestive_system,4,-30.50474146
cyclophosphamide,geldanamycin,7,14,HCT.116,6,digestive_system,4,-42.00173356
cyclophosphamide,L-778123 free base,7,16,HCT.116,6,digestive_system,4,-18.59236945
cyclophosphamide,Lapatinib,7,17,HCT.116,6,digestive_system,4,-8.200325282
cyclophosphamide,MK-2206,7,21,HCT.116,6,digestive_system,4,-1.06864185
cyclophosphamide,Niraparib,7,22,HCT.116,6,digestive_system,4,-14.35317812
cyclophosphamide,MK-5108,7,23,HCT.116,6,digestive_system,4,-16.91547428
cyclophosphamide,Deforolimus,7,24,HCT.116,6,digestive_system,4,7.788184425
cyclophosphamide,891494-63-6,7,36,HCT.116,6,digestive_system,4,-13.6030249
cyclophosphamide,391210-10-9,7,27,HCT.116,6,digestive_system,4,-71.20773425
cyclophosphamide,Sorafenib,7,29,HCT.116,6,digestive_system,4,-12.09235282
cyclophosphamide,Sunitinib,7,30,HCT.116,6,digestive_system,4,-27.22447128
cyclophosphamide,temozolomide,7,31,HCT.116,6,digestive_system,4,1.457081422
cyclophosphamide,Vorinostat,7,35,HCT.116,6,digestive_system,4,-34.9957513
Dasatinib,Veliparib,8,2,HCT.116,6,digestive_system,4,-9.435003301
Dasatinib,915019-65-7,8,4,HCT.116,6,digestive_system,4,-32.06082136
Dasatinib,Dinaciclib,8,10,HCT.116,6,digestive_system,4,-47.2621635
Dasatinib,geldanamycin,8,14,HCT.116,6,digestive_system,4,-20.96762314
Dasatinib,Deforolimus,8,24,HCT.116,6,digestive_system,4,-1.891861849
Dasatinib,891494-63-6,8,36,HCT.116,6,digestive_system,4,4.671414139
Dasatinib,Eloxatin (TN),8,25,HCT.116,6,digestive_system,4,-8.118100252
Dasatinib,7-Ethyl-10-hydroxycamptothecin,8,28,HCT.116,6,digestive_system,4,-84.59054657
Dasatinib,Sorafenib,8,29,HCT.116,6,digestive_system,4,4.409213593
Dasatinib,topotecan,8,32,HCT.116,6,digestive_system,4,-22.61336555
dexamethasone,Veliparib,9,2,HCT.116,6,digestive_system,4,1.214843335
